stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,17,149,19,0,98,54,1248,15,3,170
72hpf,23.68,256.2,103.44,0.56,39.74,45.94,1352.03,19.73,10.71,250.84
21Day,12.58,501.33,491.71,1.85,303.39,109.15,622.32,1.48,58.09,353.34
3Month,31.52,1874.91,24.24,197.94,781.58,110.78,42.65,2.6,62.62,145
22Month,59.99,1954.22,26.24,28.29,1086.09,62.59,66.68,114.92,44.55,132.96
