stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4,0,0,0
72hpf,0.56,0,0.28,0,10.71,0,0,0
21Day,0,0,0,0.37,3.7,0,0.37,0.37
3Month,0,0.1,0,0.1,0,0,0,0
22Month,3.14,0.14,0.41,0,0.14,0.14,0.14,0.27
