stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0.28,0,0,0,1.13,0.56
21Day,0,0,0,0,0,0.37,0.37
3Month,0.1,0.52,0.52,0.1,0.1,0,0
22Month,0.14,4.1,0,1.5,0,0,0.41
