stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,0,4,0,0,0
72hpf,0.28,2.25,0,0,1.69,0.85,0,0,0.85
21Day,0,2.22,0,0,0,1.11,0,0.37,1.85
3Month,0.31,6.66,0.62,0.31,0.62,0.83,0,0.1,0.62
22Month,0.41,5.47,0.14,0.82,0.27,0.68,0.27,0.41,0.55
