stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,1,4,0,0,1,0,0,0,0
72hpf,0,1.97,0,0,0.28,0,0.28,0.28,1.69
21Day,0,3.33,0,0,0,0,1.11,0,1.48
3Month,0,3.85,0.1,0.42,0.31,0.42,0.1,0,0.52
22Month,0,12.03,0.14,0.14,1.09,0.14,0,0,0.41
