stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,4,0,0
72hpf,0,0,0,0,0.28,24.24,0,1.41
21Day,0,0,0.37,0,0.74,11.47,0.37,0.37
3Month,0.1,0.31,0,0,0.21,0.31,0,0.1
22Month,0.14,0.82,0,2.73,0.27,0.14,0,0.27
