stage,Epithelial,Erythroid,Immune,Neuron,Stromal
72hpf,0.28,0,0,0.28,0
21Day,0,0,1.11,0,0.37
3Month,0,0.1,0.21,0,0
22Month,0.27,0,0.41,0,0.14
