stage,Endothelial,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,1,0,0,0
72hpf,0,0.28,0,0.28,1.97,0,0,0
21Day,0.37,0.74,1.48,0.37,2.22,0,0.37,1.48
3Month,0,0.62,0.1,0,0,0,0,0.1
22Month,0,13.25,0.55,0,0.55,0.27,0,0.14
