stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,0,10,0,0,2
72hpf,1.13,0.85,0,0,18.04,0,0,1.69
21Day,0.37,0.74,0,0,4.44,0,0,2.59
3Month,0.1,6.76,1.66,0.31,0.62,0,0.1,0.62
22Month,0.27,4.51,1.09,0.96,3.42,0.14,0,0.68
