stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,11,0
72hpf,0.56,0.56,0,0,1.69,1.69
21Day,0.74,0.74,0.37,0.37,1.48,1.48
3Month,0.21,0,0,0,0,0.1
22Month,0.14,0,0.14,0,0,0
