stage,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,2,0,0,0,0,0
21Day,0,0.74,0.37,0.37,1.11,0.37
3Month,2.08,5.3,0.21,0.1,0.73,0.21
22Month,1.23,0,0,0,0.14,0
