stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,1,0,1,0,4,0,0,0
72hpf,0.56,0.56,0,0,0.56,3.95,0,0,0.56
21Day,0.74,0.37,0.37,0,0,2.59,0.37,0,1.85
3Month,0.1,1.35,0,0.31,0.1,0,0,0.21,0.42
22Month,0.14,1.64,0,0.14,0.14,0.14,0.14,0,0
