stage,Epithelial,Erythroid,Immune,Neuron,Stromal
24hpf,0,0,0,1,0
72hpf,0,0,0,0.56,0
21Day,0.37,0.74,0,0.74,0
3Month,0.31,0,0.1,0.52,0.31
22Month,1.5,0,0.27,0,0
