stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,1,1
72hpf,0.56,0,0,1.13,0
21Day,0.74,0.74,0,0.37,1.11
3Month,0.31,0.62,0,0,0.1
22Month,0.82,0.41,0.14,0,0.14
