stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0,0,0,1.41,0,0,0
21Day,0.37,0,0,0,0,0,0,0
3Month,0.31,0.31,0,0,0,0,0,0
22Month,2.87,0,2.05,0.27,0,0.14,0.14,2.19
