stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,5,0,0,1,0,0,0
72hpf,1.13,0,0,0.56,0,0,0
21Day,0.74,0,0,0,0,0,0
3Month,5.51,4.78,0,0.1,0,0.1,0.21
22Month,1.5,0,0.14,0,0.14,0,0
