stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
72hpf,0,0,0,0,0,0.85,0.28
3Month,0,0,0.42,0.31,0,0.83,0.21
22Month,0.14,2.6,0,0.27,0.14,0,0
