stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,2,0,0,7,3,0,0
72hpf,0.56,0,0,8.74,0,0,0.28
21Day,0.37,0,0,3.7,0,0.37,0
3Month,0.83,2.81,0.21,0,0,0.21,0.1
22Month,0.68,0,0,0,0,0,0
