stage,Endothelial,Epithelial,Erythroid,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,15,0,1
72hpf,0.28,0.56,0,0.28,32.13,0,4.79
21Day,0.37,1.11,0.37,0.74,14.43,0.74,1.85
