stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,0,4,0
72hpf,0.28,0,0,0.28,4.79,0.28
21Day,0,0,0,0,1.11,0.37
3Month,0,0.73,0.31,0,0,0.21
22Month,0.14,1.09,0,0,0,0
