stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,2,0,0,0,1,6,0,0,0
72hpf,0,0.56,0,0,0.28,0,3.66,0,0,0.28
21Day,0,0.74,0.37,0,0,0,2.96,0,0,0
3Month,0.31,7.49,0.1,6.14,2.6,0.73,0.73,0,0.21,0.94
22Month,0,1.23,0,0.41,0.41,0,0,0.14,0,0.14
