stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
72hpf,0,9.86,0,0,0,0,0,0
21Day,0,15.91,0,0.74,0,0.37,0,1.85
3Month,0,0.42,0.21,0.1,0,0.1,0,0.1
22Month,0.27,17.76,0.27,1.37,0.14,0.14,0.14,0.27
