stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0.28,0,0,0,0.85,0,0.28
21Day,0,1.48,0,4.81,0,0.37,0
3Month,0.31,0,0,4.47,0,0.1,0.1
22Month,0.96,0.14,0.14,0.96,0,0,0.14
