stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,1,0,0,14,1
72hpf,0.28,0,0,3.38,0
21Day,0.74,0.74,0,2.96,0.37
3Month,0.52,0.1,0.1,0,0
22Month,0.82,0.14,0.14,0.14,0.14
