stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,1,0,0,0
72hpf,2.25,0,0,0,0.28,0,0
21Day,1.48,0,0,0,0,0,0.37
3Month,3.74,0.1,0.21,0,0,0,0.1
22Month,4.24,0.14,0,0,0,0.14,0.14
