stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,1,0,0
72hpf,0,0.85,0,0.85,4.79,0,0.85
21Day,0.37,0.37,0,0.74,0.37,0,0.37
3Month,0,0.42,0.1,0,0,0.1,0
