stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,0,0
72hpf,0,0,0,0.56,1.41,0,0.85
21Day,1.11,1.48,0,0,1.11,0.74,1.85
3Month,0,0,0.52,0,0,0,0
