stage,Epithelial,Immune,Muscle,Neuron,Stromal
24hpf,0,0,2,0,0
72hpf,0,0,0.56,0.28,0
21Day,0,0,2.59,0.37,1.11
22Month,0.14,0.41,0,0.14,0
