stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,1,0,0,0,0,4,0,3
72hpf,0,0,0.28,0,0,3.38,0,1.41
21Day,0,0,0,0,0,4.81,0.37,1.85
3Month,0,0.52,0,0.1,0,0.21,0,0.21
22Month,0,0.27,0,0,0.27,0,0,0
