stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,1,0,0,4,0
72hpf,0.28,0,0,0.28,0.56
21Day,1.48,0,0,0,1.11
3Month,0.73,0.62,0.1,0,0.62
22Month,1.23,0.14,0.14,0,0.41
