stage,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,3,0
72hpf,0.28,0,0,0.28,0.56
21Day,0.74,0.37,0,0.74,0.37
3Month,8.63,0.73,0.42,0,0.31
22Month,0.27,0,0,0,0.14
