stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,1.13,0.28,0
21Day,0,0,0,0.37,0,0
3Month,0.1,3.64,0.1,1.46,0,0.42
22Month,0,0.55,0,0.14,0,0
