stage,Epithelial,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,0,0,2,0,1
72hpf,0.28,0.28,0.28,14.37,0,0.28
21Day,0,0.37,0,7.77,0.37,0.37
3Month,0.1,0.1,0,0,0,0.1
