stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4,0,0,0,21,0,0,2
72hpf,0,1.13,0,0.85,0.28,5.92,0,0,2.25
21Day,0.37,1.48,0,0,0.37,2.59,0,0,3.7
3Month,0,2.7,1.56,0.52,0.21,0,0,0,0.1
22Month,0,3.01,0,0,0,0.14,0.55,0.14,0.14
