stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,3,0,0
72hpf,0,0.28,0,0,0,3.66,0.85,1.41
21Day,0,0.74,0.37,0,0.37,2.96,0,1.85
3Month,0,0.1,0,0,0.1,0,0,0.83
22Month,0.27,0.27,0,0.27,0,0,0,0.41
