stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,0,0.28,0.28,0,0,30.72,0,0,0.56
21Day,0,1.85,0.74,0,0.37,67.71,0,0.37,1.11
22Month,0.41,1.23,0.14,0.27,0.27,4.78,0.27,0.14,0.41
