stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,0,1
72hpf,0,0.28,0,0,0,0.28,1.13,0,0
21Day,0,0.37,0,0.37,0,0,0,0,2.22
3Month,0,0.21,0,0.1,0,0.1,0,0,0
22Month,0.41,16.67,0.27,20.63,1.09,0.14,0.14,1.09,0.55
