stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,18.87,6.29,0,8.88,6.29,27.38,12.95,19.24
3Month,1.14,0.1,5.51,0.31,0,0,0.42,0.62
