stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,3,0,0,1,2,0,0
72hpf,0.28,0,0,0,0.85,0,0.85
21Day,0.37,0,0,0.37,0,0.37,0
3Month,0.62,1.14,0,0,0,0.1,0.1
22Month,0.14,0,0.68,0,0,0,0
