stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,5,0,0,1,53,305,0,0,7
72hpf,4.51,0,0,0,52.71,42.56,0.28,0,0.85
21Day,2.59,2.22,0,0.37,37.74,15.54,0,1.11,2.22
3Month,1.25,0,3.33,0.21,0.94,0.42,0,0,0.1
22Month,3.14,0,0.82,0.14,0.27,0.14,0.14,0,0.55
