stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,5,0,0,1,0,0,0,0
72hpf,32.69,0,0,5.64,1.69,0.56,0,0.28
21Day,35.89,0.37,0.37,1.48,1.48,0,0.74,0.37
3Month,2.91,0,1.77,14.04,0.21,0,0.1,0.31
22Month,1.37,0,2.73,10.66,0,0,0.14,0
