stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,2,0,0,0,1,0
72hpf,1.69,0,0,0,0.28,1.13
21Day,2.96,0,0.37,0.37,1.48,0.37
3Month,5.72,0.21,0.42,0,0,0.1
22Month,1.64,3.14,0.27,0,0.14,0
