stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,2.82,0.56,0,0.28,10.15,1.69,5.07
21Day,5.55,2.59,2.22,0,5.18,2.59,3.7
