stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
72hpf,0,0,0.28,0,0,1.97,0,0.28
21Day,0,0,0.37,0,0.37,0.37,0,0.74
3Month,0,2.08,0,0.31,0.62,0.1,0,0.1
22Month,0.27,2.6,0,0.14,1.5,0.14,0.14,0.27
