stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,3,0,0,2,0,6,0,0,3
72hpf,6.48,0,0.28,0,1.13,2.25,4.51,0.56,1.97
21Day,3.7,0,0,0.74,4.81,0,0,0,1.11
3Month,106.41,0,0.42,3.22,8.22,0.52,0.1,1.56,0.94
22Month,17.49,0.14,0.82,30.75,0.41,0,0.82,0.41,2.46
