stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,3,0,0,1,9,0,1
72hpf,0,0.56,0,0,0,3.1,0,2.54
21Day,0,6.66,0,0.37,0.37,1.48,0,0.74
3Month,0,0.73,0.1,0.1,0,0.1,0,0.21
22Month,0.55,3.28,0.14,0.41,0,0,0.14,0.82
