stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,1,0,1,0
72hpf,0,0,0,0,1.97,0
21Day,0,0,0,0,1.11,0
3Month,0.42,0.62,0,0.1,0,0.1
22Month,0.14,0.96,0.14,0,0,0
