stage,Epithelial,Germ,Muscle,Neuron,Stromal
24hpf,1,0,1,6,1
72hpf,0.28,0,0,1.13,0.56
21Day,1.48,0,0.74,1.85,0
22Month,0,0.27,0,0,0.14
