stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,7,10,0,0
72hpf,0,0.28,0,0,1.41,0.56,0,0.28
21Day,0,0.37,0,0,1.85,0,0,0
3Month,0,2.29,17.58,0.1,0.42,0,0.1,0.52
22Month,0.14,0.82,0.14,0,0,0,0,0.14
