stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,5,0,1
72hpf,0.56,0,0,0,0.28,13.25,0,0.56
21Day,0.74,0.37,0.37,0.37,0.37,4.07,0.37,1.85
3Month,0.21,0,0,0,0,0,0,0.1
