stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,1,0,0,0
72hpf,0,2.25,0,0,0,1.97,0,0,0
21Day,0,6.29,0,0.74,0.37,1.11,0,0,0.37
3Month,0.21,6.76,0.21,1.98,0.62,0.1,0,0.21,0.31
22Month,0.27,4.1,0,0.27,0.27,0.14,0.14,0.14,0.14
