stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,1,11,0,1,0,1,0,1
72hpf,0,16.35,0,0,0.28,1.97,0,0.85
21Day,0,31.45,0,0.74,0.37,1.85,0.74,0.74
3Month,0,5.72,0,1.98,0.1,0,0,0.1
22Month,0,2.19,0.14,0.41,0,0,0,0
