stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,7,1
72hpf,0,0.28,0,0,0,9.58,0.56
21Day,0,1.11,0,0,0,3.7,0.37
3Month,0.31,1.14,0.83,0,0.21,0.1,0.21
22Month,0,1.64,0,0.14,0,0,0.14
