stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,3,0,0,0,0,0
72hpf,0,4.23,0,2.82,0,0.28,0,0,0
21Day,0,8.51,0,6.29,0,0.37,0,0,0.37
3Month,0.1,5.72,1.35,9.88,0.31,0.1,0,0.42,0.31
22Month,0.14,10.39,0.55,5.88,0.14,0.41,0.41,0,0.27
