stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,8,0,0,0,60,10
72hpf,0.28,4.79,0.28,0.28,0.28,43.97,8.74
21Day,0,1.11,0.37,0,0.37,19.61,2.22
3Month,0,0.21,0,0,0,0,0
22Month,0,0.14,0,0,0,0.27,0
