stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,3,2
72hpf,0.85,0.85,0,0,0.28,5.36,1.97
21Day,1.11,0.37,0,0.74,0,1.85,0.74
3Month,0.1,0,0,0.1,0,0,0
22Month,0.27,0,0.14,0,0,0,0
