stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,5,0,0,1,231,0,2
72hpf,1.13,0.56,0,1.13,65.11,0,1.41
21Day,0.74,0.74,0.74,0,16.28,0.37,0.37
3Month,0.83,0,0,0,0.31,0,0
22Month,0,0,0.14,0,0.14,0,0
