stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory,Stromal
24hpf,0,0,0,0,9,0,1
72hpf,0,0.28,0,0,6.48,0,0
21Day,0,0.37,0,0,2.96,0.37,0.37
3Month,0,0,0.21,0.1,0,0,0
22Month,0.27,1.09,0,0,0,0,0
