stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,2,0,7,0,2
72hpf,0,3.38,0.85,0,0,0.85,127.96,0.28,5.36
21Day,0,3.33,1.85,0,1.48,0.74,38.11,1.11,11.84
3Month,0.21,2.5,0.1,4.37,1.98,0.1,0.62,0.31,2.91
22Month,0,2.87,0,0.96,0.41,0.14,0.41,0.55,0.96
