stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,2,2,0,0
72hpf,0,0,0,0,0,0.56,0,0.56
21Day,0,0,0,0,1.48,0.37,0,0.74
3Month,0.31,1.04,0.21,0.52,0.31,0.1,0,0.62
22Month,0,2.32,0,0.14,0,0.14,0.27,0
