stage,Epithelial,Immune,Neuron,Secretory,Stromal
24hpf,0,0,2,0,0
72hpf,0.28,0,0.85,0,0.28
21Day,0.74,1.11,0,0.37,0.74
3Month,0.21,0.21,0,0,0
22Month,0.96,0.14,0,0,0
