stage,Endothelial,Epithelial,Germ,Immune,Neuron,Secretory
72hpf,0,0,0,0,0.28,0
21Day,0,0,0,0,2.59,0
3Month,0,0.73,1.25,0.42,0,0.1
22Month,0.27,1.91,0,0.14,0,0
