stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,5,2
72hpf,0.28,0.28,0,0,0,0.56,3.38
21Day,0.74,1.48,0,0,0,0.37,4.81
3Month,0.94,1.87,0.21,0.31,0.52,0.21,1.25
22Month,1.37,1.78,0,0,0.14,0,0.68
