stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,5,2,0
72hpf,0,0,0,0,4.51,0.56,0
21Day,0,0,0.37,0.37,14.06,0,0.37
3Month,1.77,0,0.31,0,0,0,0.21
22Month,0.68,0.14,0,0,0,0,0
